,Windows,Mac,Linux,engine,release_date,genre,theme,players,score_final,rating,link
10869,True, False, False,DX Studio,Released 2011,Arcade,Abstract,Single Player,6.0,2 v, http://indiedb.com/games/ballistic-bonbon
10870,True, False, False,Custom Built,Released 2011,Platformer,Comedy,Single Player,9.7,16 , http://indiedb.com/games/tesla
10872,True, False, False,Custom Built,Released 2011,Arcade,Sci-Fi,Single & Multiplayer,7.5,15 , http://indiedb.com/games/mactabilis
10878,True, False, False,Custom Built,Released 2011,Platformer,Sci-Fi,Single Player,8.2,5 v, http://indiedb.com/games/capsized
10879,True, False, False,Custom Built,Released 2011,Third Person Shooter,Sci-Fi,Single Player,9.0,2 v, http://indiedb.com/games/ranger
10881,True, False, False,Multimedia Fusion,Released 2011,Role Playing,Horror,Single Player,5.3,3 v, http://indiedb.com/games/me-and-myself-like-the-sun-and-the-moon
10885,True, True, False,Unity,Released 2011,Educational,Sci-Fi,Single Player,7.0,1 v, http://indiedb.com/games/else-defender-of-earth
10886,True, False, False,GameMaker: Studio,Released 2011,Puzzle Compilation,Abstract,Single Player,8.8,4 v, http://indiedb.com/games/grief
10888,True, False, False,FPSC,Released 2010,First Person Shooter,Sci-Fi,Single Player,7.5,6 v, http://indiedb.com/games/squadron-aiu-dark-storm
10889,True, True, False,Torque 2D,Released 2011,Puzzle Compilation,History,Single Player,5.0,1 v, http://indiedb.com/games/ninja-puzzle
10890,True, False, False,Custom Built,Released 2010,Arcade,Sci-Fi,Single & Multiplayer,7.0,1 v, http://indiedb.com/games/swarm-arena
10892,True, False, False,Ogre Engine,Released 2010,Real Time Strategy,Fantasy,Multiplayer,7.3,8 v, http://indiedb.com/games/dynastica
10893,True, True, True,DarkPlaces engine,Released 2005,First Person Shooter,Sci-Fi,Multiplayer,8.6,78 , http://indiedb.com/games/nexuiz
10896,True, True, True,Custom Built,Released 2010,Real Time Strategy,Fantasy,Single Player,9.4,19 , http://indiedb.com/games/goblin-camp
10897,True, False, False,Unreal Development Kit,Released 2012,First Person Shooter,Fantasy,Multiplayer,1.0,1 v, http://indiedb.com/games/cloud-wolves
10899,True, True, True,Custom Built,Released 2010,Real Time Strategy,War,Single Player,9.0,4 v, http://indiedb.com/games/pax-britannica
10904,True, True, True,Unity,Released Apr 14 2014,Puzzle Compilation,Abstract,Single Player,6.0,1 v, http://indiedb.com/games/the-bottom
10905,True, True, True,Unity,Released Oct 31 2013,Roguelike,Horror,Single Player,7.5,11 , http://indiedb.com/games/flare1
10907,True, False, False,Unity,Released Aug 14 2014,First Person Shooter,Horror,Single Multiplayer & Co-Op,6.5,2 v, http://indiedb.com/games/damnation-city-of-death
10912,True, True, False,XNI,Released 2010,Arcade,Comic,Single Player,10.0,1 v, http://indiedb.com/games/monkey-labour
10913,True, True, True,Custom Built,Released Apr 4 2015,Roguelike,Fantasy,Single & Co-op,10.0,3 v, http://indiedb.com/games/barony
10922,True, False, False,XNA,Released Jun 2 2015,Puzzle Compilation,Abstract,Single Player,9.0,1 v, http://indiedb.com/games/color-assembler
10925,True, True, True,Custom Built,Released Jun 3 2015,Real Time Tactics,Movie,Single Player,6.0,2 v, http://indiedb.com/games/the-masterplan
10927,True, True, True,GameMaker: Studio,Released Jun 17 2014,Role Playing,Medieval,Single Player,9.6,5 v, http://indiedb.com/games/siralim
10930,True, False, False,Unreal Engine 4,Released May 27 2015,Adventure,Abstract,Single Player,8.0,1 v, http://indiedb.com/games/contours-of-a-dream
10931,True, False, False,FPSC,Released 2010,First Person Shooter,Horror,Single Player,7.2,56 , http://indiedb.com/games/resident-evil-memory1
10932,True, True, True,Custom Built,Released 2011,Platformer,Sci-Fi,Single Player,8.0,1 v, http://indiedb.com/games/errro-2-outer-space
10936,True, True, True,Custom Built,Released 2003,Adventure,Abstract,MMO,8.5,2 v, http://indiedb.com/games/queville
10937,True, False, False,Unreal Development Kit,Released 2011,First Person Shooter,Fantasy,Multiplayer,10.0,2 v, http://indiedb.com/games/project-aron
10938,True, False, False,Custom Built,Released 2011,Racing,Comic,Single & Multiplayer,6.6,22 , http://indiedb.com/games/toy-cars
10940,True, False, False,Irrlicht Engine,Released 2010,Real Time Strategy,Sci-Fi,Single & Multiplayer,9.1,91 , http://indiedb.com/games/star-ruler
10941,True, True, True,Custom Built,Released 2007,Arcade,War,Single & Multiplayer,9.3,4 v, http://indiedb.com/games/battle-tanks
10942,True, True, False,Unity,Released 2011,Party,Sci-Fi,Single Player,8.0,1 v, http://indiedb.com/games/raasool
10944,True, True, True,Custom Built,Released 2011,Third Person Shooter,Comic,Single Player,5.5,2 v, http://indiedb.com/games/blarg
10947,True, True, True,Custom Built,Released 2003,Platformer,Comic,Single Player,8.1,12 , http://indiedb.com/games/supertux
10952,True, False, False,Custom Built,Released 2001,First Person Shooter,Sci-Fi,Single Player,3.0,4 v, http://indiedb.com/games/bikez-ii
10955,True, True, False,Unity,Released 2011,Platformer,Sci-Fi,Single Player,10.0,1 v, http://indiedb.com/games/crisis-at-alpha-centauri
10958,True, True, True,Custom Built,Released 2010,Arcade,Sci-Fi,Single & Multiplayer,9.4,5 v, http://indiedb.com/games/armagetron-advanced
10961,True, False, False,FPSC,Released 2011,First Person Shooter,Horror,Single & Multiplayer,1.0,1 v, http://indiedb.com/games/udhz
10962,True, False, False,Custom Built,Released 2010,Arcade,Sci-Fi,Single Player,10.0,1 v, http://indiedb.com/games/reward-forward
10964,True, False, False,Haaf's Game Engine,Released 2011,Puzzle Compilation,Abstract,Single Player,10.0,1 v, http://indiedb.com/games/memory
10965,True, False, False,Custom Built,Released 2006,Turn Based Strategy,Sci-Fi,Single & Multiplayer,9.7,15 , http://indiedb.com/games/sword-of-the-stars
10966,True, False, False,ZweiDe,Released 2010,Arcade,Sci-Fi,Single Player,4.0,1 v, http://indiedb.com/games/nullpunkt-point-zero
10967,True, False, False,GameMaker: Studio,Released 2010,Platformer,Fantasy,Single & Multiplayer,4.0,5 v, http://indiedb.com/games/extream-platformer
10968,True, False, False,DarkBASIC Professional,Released 2011,First Person Shooter,Fantasy,Multiplayer,4.5,2 v, http://indiedb.com/games/time-front
10969,True, False, False,Irrlicht Engine,Released 2011,Tactical Shooter,Comedy,Single Player,10.0,2 v, http://indiedb.com/games/super-hover-blast
10972,True, False, False,RPG Maker XP,Released 2011,Adventure,Fantasy,MMO,1.0,2 v, http://indiedb.com/games/valhira
10973,True, False, False,DarkBASIC Professional,Released 2011,Platformer,Fantasy,Single Player,9.8,4 v, http://indiedb.com/games/soulhunter
10974,True, False, False,Unreal Development Kit,Released 2011,Platformer,Comedy,Single Player,10.0,1 v, http://indiedb.com/games/sketch
10977,True, False, False,Custom Built,Released 2011,Role Playing,Fantasy,Single Player,8.0,40 , http://indiedb.com/games/markleung
10978,True, False, False,Custom Built,Released 2011,Third Person Shooter,Education,Single Player,5.8,4 v, http://indiedb.com/games/god-wont-bless-america
10980,True, False, False,Construct,Released 2011,Platformer,Nature,Single Player,8.0,1 v, http://indiedb.com/games/semblante
10981,True, True, False,Unity,Released 2010,Real Time Strategy,Comedy,Multiplayer,7.8,4 v, http://indiedb.com/games/karoshi
10982,True, False, False,Unreal Development Kit,Released 2011,Adventure,Sci-Fi,Single Player,10.0,2 v, http://indiedb.com/games/lanternus-luminent-descent
10983,True, False, False,Custom Built,Released 2010,Tactical Shooter,Sci-Fi,Single & Multiplayer,9.0,3 v, http://indiedb.com/games/protogalaxy
10985,True, False, True,Custom Built,Released 2008,Soccer,War,Multiplayer,10.0,1 v, http://indiedb.com/games/fullmetal-soccer
10986,True, True, True,Custom Built,Released 2010,Role Playing,Fantasy,Single & Multiplayer,10.0,2 v, http://indiedb.com/games/egoboo
10987,True, False, False,Custom Built,Released 2011,Real Time Strategy,Sci-Fi,Single Player,7.3,42 , http://indiedb.com/games/auralux
10988,True, True, True,Custom Built,Released 2010,Combat Sim,Abstract,Single & Multiplayer,8.0,1 v, http://indiedb.com/games/robocode
10989,True, False, False,Custom Built,Released 2010,Futuristic Sim,Sci-Fi,Single Player,8.1,22 , http://indiedb.com/games/starpoint-gemini
10990,True, False, False,Custom Built,Released 2010,Platformer,Abstract,Single Player,10.0,1 v, http://indiedb.com/games/clover-man-vs-evil
10991,True, False, False,Construct,Released 2009,Arcade,Comic,Single Player,8.0,2 v, http://indiedb.com/games/bloczek
10996,True, True, False,Unity,Released 2011,Platformer,Abstract,Single Player,5.5,4 v, http://indiedb.com/games/the-mountain-lake
10998,True, True, False,S_OGL,Released 2010,Racing,Sport,Single & Multiplayer,9.3,3 v, http://indiedb.com/games/supra-torque
11000,True, True, False,Unity,Released 2011,Arcade,Horror,Single Player,6.6,7 v, http://indiedb.com/games/bioterror
11001,True, False, False,Custom Built,Released 2010,Arcade,Horror,Single Player,5.6,70 , http://indiedb.com/games/amazing-zombie-defense
11002,True, True, False,Unity,Released 2011,First Person Shooter,Comedy,Single Player,10.0,1 v, http://indiedb.com/games/desert-survival
11005,True, False, False,Custom Built,Released 2009,Third Person Shooter,Sci-Fi,Single & Multiplayer,9.6,14 , http://indiedb.com/games/ultimate-knight-windom-xp
11006,True, False, False,Unreal Development Kit,Released 2010,Puzzle Compilation,Comedy,Single Player,8.9,9 v, http://indiedb.com/games/40-stories
11012,True, False, False,Custom Built,Released 2011,Platformer,Sci-Fi,Single Player,6.0,3 v, http://indiedb.com/games/planetary-plan-c
11013,True, True, True,Custom Built,Released 2009,Rhythm,Realism,Single & Multiplayer,9.2,19 , http://indiedb.com/games/frets-on-fire-x
11017,True, True, False,Unity,Released 2011,Family,Comic,Single Player,7.9,21 , http://indiedb.com/games/astroslugs
11019,True, False, False,GameMaker: Studio,Released 2010,Platformer,Fantasy,Single Player,7.4,5 v, http://indiedb.com/games/fate-of-mankind
11021,True, True, False,Unity,Released 2009,Adventure,Comic,Single Player,8.5,21 , http://indiedb.com/games/bob-came-in-pieces
11023,True, False, False,Custom Built,Released 2006,Family,Fantasy,Single Player,7.8,4 v, http://indiedb.com/games/druids-battle-of-magic
11026,True, True, False,Unity,Released 2010,Turn Based Strategy,Sci-Fi,Multiplayer,8.0,8 v, http://indiedb.com/games/kaizer
11027,True, False, False,Custom Built,Released 2011,Arcade,Comic,Single Player,9.0,4 v, http://indiedb.com/games/panda-rampage
11028,True, False, False,GameMaker: Studio,Released 2010,Arcade,Comic,Single Player,9.6,26 , http://indiedb.com/games/super-crate-box
11029,True, False, False,Ogre Engine,Released 2009,Car Combat,Horror,Single Player,7.9,133, http://indiedb.com/games/zombie-driver
11030,True, True, False,Custom Built,Released 2010,Real Time Strategy,Fantasy,Single Player,9.0,1 v, http://indiedb.com/games/reckless-squad
11032,True, False, False,GameMaker: Studio,Released 2010,Platformer,Comedy,Single Player,9.6,5 v, http://indiedb.com/games/jaap-just-another-awesome-platformer
11034,True, False, False,RPG Maker VX,Released 2009,Role Playing,Anime,Single Player,10.0,1 v, http://indiedb.com/games/devil-theory-alpha
11035,True, False, False,Official Hamster Republic RPG Creation Engine,Released 2010,Puzzle Compilation,Fantasy,Single Player,9.0,3 v, http://indiedb.com/games/slimes
11036,True, False, False,Haaf's Game Engine,Released 2010,Puzzle Compilation,Fantasy,Single Player,10.0,2 v, http://indiedb.com/games/rune-twister
11038,True, False, False,Custom Built,Released 2010,Arcade,Sci-Fi,Single Player,6.7,3 v, http://indiedb.com/games/deep-space
11039,True, False, False,Unreal Development Kit,Released 2011,Role Playing,Fantasy,Single Player,10.0,2 v, http://indiedb.com/games/the-legend-of-chinese-paladin
11040,True, False, False,Unity,Released 2010,Tactical Shooter,Anime,Multiplayer,9.0,36 , http://indiedb.com/games/lift-a-eureka-seven-mod
11041,True, True, False,Custom Built,Released 2010,Platformer,Comedy,Single Player,9.7,81 , http://indiedb.com/games/super-meat-boy
11042,True, False, False,GameMaker: Studio,Released 2010,Platformer,Education,Single Player,7.0,1 v, http://indiedb.com/games/i-the-terrorist
11047,True, False, False,Custom Built,Released 2010,Adventure,Comedy,Single Player,5.5,4 v, http://indiedb.com/games/excruciating-guitar-voyage
11048,True, False, False,Custom Built,Released 2010,Fighting,Horror,Single Player,8.7,13 , http://indiedb.com/games/burning-thirst
11055,True, False, False,GameMaker: Studio,Released 2010,Arcade,Fighter,Single Player,5.5,2 v, http://indiedb.com/games/dd-blood-splat
11056,True, True, True,Blender Game Engine,Released 2011,First Person Shooter,Fighter,Single Player,7.8,4 v, http://indiedb.com/games/cube-x
11058,True, False, False,Multimedia Fusion,Released 2011,Real Time Strategy,War,Single Player,8.0,5 v, http://indiedb.com/games/super-mario-wars-bowsers-revenge
11059,True, False, False,Unreal Development Kit,Released 2010,First Person Shooter,History,Multiplayer,9.0,3 v, http://indiedb.com/games/bungle-in-the-jungle
11060,True, False, False,Custom Built,Released 2010,Role Playing,Medieval,Single Player,8.0,1 v, http://indiedb.com/games/darklight-dungeon
11064,True, True, True,LÖVE,Released 2010,Arcade,Horror,Single Player,8.0,2 v, http://indiedb.com/games/flying-revenge-kill-the-humans
11066,True, False, False,Adventure Game Studio,Released 2010,Adventure,Comedy,Single Player,7.5,2 v, http://indiedb.com/games/warning-fragile-chapter-i
11067,True, False, False,GameMaker: Studio,Released 2010,Platformer,Sci-Fi,Single Player,9.3,8 v, http://indiedb.com/games/megaman-day-in-the-limelight
11068,True, False, False,Custom Built,Released 2010,Arcade,Sci-Fi,Single Player,10.0,1 v, http://indiedb.com/games/brilek
11069,True, True, True,Custom Built,Released 2006,Realistic Sim,Realism,Single Player,9.7,14 , http://indiedb.com/games/stellarium
11072,True, True, False,Unity,Released 2010,Adventure,History,Single Player,9.5,4 v, http://indiedb.com/games/diamond-dan
11074,True, False, False,Custom Built,Released 2010,Platformer,Sci-Fi,Single Player,8.7,3 v, http://indiedb.com/games/hyperion
11079,True, False, False,Unreal Development Kit,Released 2010,Puzzle Compilation,Realism,Single Player,8.6,9 v, http://indiedb.com/games/roccy-laboratories
11080,True, False, False,Custom Built,Released 2010,Role Playing,Fantasy,Single Player,8.3,4 v, http://indiedb.com/games/blessed-be-the-lady
11081,True, False, False,Unreal Development Kit,Released 2010,First Person Shooter,Comedy,Single Player,8.8,14 , http://indiedb.com/games/noahs-jungle
11082,True, False, False,Unreal Development Kit,Released 2010,Platformer,Sci-Fi,Single Player,8.2,13 , http://indiedb.com/games/magnesian
11083,True, False, False,Unity,Released 2010,Platformer,Comedy,Single & Multiplayer,7.6,8 v, http://indiedb.com/games/bear-story
11084,True, False, True,Custom Built,Released 2010,Racing,Sci-Fi,Single & Multiplayer,10.0,1 v, http://indiedb.com/games/woohoo-drive
11085,True, False, False,GameMaker: Studio,Released 2010,Puzzle Compilation,Sci-Fi,Single Player,9.0,13 , http://indiedb.com/games/nudo
11086,True, False, False,GameMaker: Studio,Released 2010,Third Person Shooter,Sci-Fi,Single Player,8.8,5 v, http://indiedb.com/games/robotz-dx
11087,True, True, False,Unity,Released 2010,Adventure,Sci-Fi,MMO,7.0,53 , http://indiedb.com/games/moonforge
11088,True, False, False,Unreal Development Kit,Released 2010,Fighting,Fighter,Multiplayer,8.8,45 , http://indiedb.com/games/coda
11090,True, False, False,GameMaker: Studio,Released 2010,Platformer,Comedy,Single Player,9.2,39 , http://indiedb.com/games/i-wanna-be-the-fangame
11092,True, False, False,Construct,Released 2010,Car Combat,Abstract,Single Player,1.0,2 v, http://indiedb.com/games/nexum-cold-heat
11093,True, False, False,Custom Built,Released 2010,Futuristic Sim,Sci-Fi,Single Player,10.0,2 v, http://indiedb.com/games/m40-x-pro-ace-game
11096,True, True, True,Custom Built,Released 2010,Platformer,Comic,Single Player,10.0,1 v, http://indiedb.com/games/cubesome
11097,True, False, False,Custom Built,Released 2010,Arcade,Sci-Fi,Single & Multiplayer,10.0,1 v, http://indiedb.com/games/hypership-out-of-control
11099,True, False, False,GameMaker: Studio,Released 2010,Platformer,Sci-Fi,Single Player,8.0,1 v, http://indiedb.com/games/robos-ammo-scramble
11101,True, False, False,FPSC,Released 2010,First Person Shooter,Sci-Fi,Multiplayer,6.7,6 v, http://indiedb.com/games/the-arena
11107,True, True, True,LÖVE,Released 2010,Arcade,Western,Single Player,8.1,9 v, http://indiedb.com/games/fistful-of-beef
11108,True, False, False,Custom Built,Released 2010,Fighting,Fighter,Single & Multiplayer,6.4,11 , http://indiedb.com/games/bomberwizard
11110,True, False, False,Custom Built,Released 2010,Real Time Strategy,Comedy,Single Player,9.2,5 v, http://indiedb.com/games/bad-science
11111,True, False, False,Unity,Released 2010,Real Time Strategy,Sci-Fi,Single Player,5.2,5 v, http://indiedb.com/games/global-risk
